ID,FixedRef,AreaCodeID,CountryID,CountryRelevanceID,FeatureVersionID,Unknown,Region,Address 1,Address 1 (Non-Latin),Address 2,Address 2 (Non-Latin),Address 3,Address 3 (Non-Latin),City,City (Non-Latin),State/ Province,State/ Province (Non-Latin),Postal Code,Postal Code (Non-Latin)
2924,,11291,,,202924,,,,,,,,,,,,,,
2925,,11291,,,202925,,,,,,,,,,,,,,
2926,,11291,,,202926,,,,,,,,,,,,,,
2927,,11291,,,202927,,,,,,,,,,,,,,
2928,,11291,,,202928,,,,,,,,,,,,,,
2929,,11291,,,202929,,,,,,,,,,,,,,
2932,,11291,,,202932,,,,,,,,,,,,,,
2934,,11291,,,202934,,,,,,,,,,,,,,
2935,,11291,,,202935,,,,,,,,,,,,,,
2938,,11291,,,202938,,,,,,,,,,,,,,
2939,,11291,,,202939,,,,,,,,,,,,,,
2940,,11291,,,202940,,,,,,,,,,,,,,
2941,,11291,,,202941,,,,,,,,,,,,,,
2942,,11291,,,202942,,,,,,,,,,,,,,
2945,,11291,,,202945,,,,,,,,,,,,,,
2946,,11291,,,202946,,,,,,,,,,,,,,
2947,,11291,,,202947,,,,,,,,,,,,,,
2949,,11291,,,202949,,,,,,,,,,,,,,
3872,,11291,,,203872,,,,,,,,,,,,,,
3873,,11291,,,203873,,,,,,,,,,,,,,
3874,,11291,,,203874,,,,,,,,,,,,,,
3875,,11291,,,203875,,,,,,,,,,,,,,
3969,,11066,11066,1413,203969,,,Km. 3 Via Marsella Parque Industrial,,,,,,Pereira,,,,,
3970,,11066,11066,1413,203970,,,Apartado Aereo 3786,,,,,,Pereira,,,,,
3985,,11066,11066,1413,203985,,,Carrera 23D No. 13B-59,,,,,,Cali,,,,,
4000,,11066,11066,1413,204000,,,Km. 3 Via Marsella Parque Industrial,,,,,,Pereira,,,,,
4001,,11066,11066,1413,204001,,,Carrera 10 No. 34-21 Dosq.,,,,,,Pereira,,,,,
4002,,11066,11066,1413,204002,,,Apartado Aereo 3786,,,,,,Pereira,,,,,
4474,,11029,11029,1413,204474,,,,,,,,,,,,,,
4475,,11029,11029,1413,204475,,,,,,,,,,,,,,
4516,,11066,11066,1413,204516,,,Km. 3 Via Marsella,,,,,,Pereira,,,,,
4544,,11066,11066,1413,204544,,,Calle 34 No. 5A-25,,,,,,Cali,,,,,
4545,,11066,11066,1413,204545,,,Carrera 15 No. 44-68,,,,,,Cali,,,,,
4631,,11291,,,204631,,,,,,,,,,,,,,
4632,,11291,,,204632,,,,,,,,,,,,,,
4634,,11291,,,204634,,,,,,,,,,,,,,
4635,,11291,,,204635,,,,,,,,,,,,,,
4636,,11291,,,204636,,,,,,,,,,,,,,
4637,,11291,,,204637,,,,,,,,,,,,,,
4638,,11173,11173,1413,204638,,,Cardin Avenue,,,,,,,,,,,
4640,,11291,,,204640,,,,,,,,,,,,,,
4641,,11291,,,204641,,,,,,,,,,,,,,
4643,,11291,,,204643,,,,,,,,,,,,,,
4642,,11291,,,204642,,,,,,,,,,,,,,
4647,,11066,11066,1413,204647,,,Hacienda Coque,,,,,,Cartago,,,,,
4648,,11066,11066,1413,204648,,,Carrera 4 No. 16-04 apt. 303,,,,,,Cartago,,,,,
4649,,11066,11066,1413,204649,,,c/o AGRICOLA GANADERA HENAO GONZALEZ Y CIA. S.C.S.,,,,,,Cartago,,,,,
4650,,11066,11066,1413,204650,,,c/o COMPANIA AGROINVERSORA HENAGRO LTDA.,,,,,,Cartago,,,,,
4651,,11066,11066,1413,204651,,,c/o DESARROLLOS COMERCIALES E INDUSTRIALES HENAO GONZALEZ Y CIA. S.C.S.,,,,,,Cartago,,,,,
4652,,11066,11066,1413,204652,,,c/o MAQUINARIA TECNICA Y TIERRAS LTDA.,,,,,,Cartago,,,,,
4653,,11066,11066,1413,204653,,,c/o ORGANIZACION EMPRESARIAL A DE J HENAO M E HIJOS Y CIA. S.C.S.,,,,,,Cartago,,,,,
5573,,11066,11066,1413,205573,,,c/o AGROPECUARIA MIRALINDO S.A.,,,,,,Cartago,,,,,
5574,,11066,11066,1413,205574,,,c/o ARIZONA S.A.,,,,,,Cartago,,,,,
5575,,11066,11066,1413,205575,,,Carrera 8N No. 17A-12,,,,,,Cartago,,,,,
5576,,11066,11066,1413,205576,,,Carrera 42 No. 5B-81,,,,,,Cali,,,,,
4654,,11066,11066,1413,204654,,,Calle 6A No. 34-65,,,,,,Cali,,,,,
12989,,11066,11066,1413,212989,,,c/o DISDROGAS LTDA.,,,,,,Yumbo,,Valle,,,
12990,,11066,11066,1413,212990,,,c/o RAMIREZ ABADIA Y CIA. S.C.S.,,,,,,Cali,,,,,
4655,,11066,11066,1413,204655,,,Carrera 4A No. 16-04 apt. 303,,,,,,Cartago,,,,,
4657,,11066,11066,1413,204657,,,Km. 5 Via Aeropuerto,,,,,,Cartago,,,,,
4658,,11066,11066,1413,204658,,,Carrera 1 No. 13-08,,,,,,Cartago,,,,,
4656,,11066,11066,1413,204656,,,Carrera 1 No. 13-08,,,,,,Cartago,,,,,
4659,,11066,11066,1413,204659,,,Hacienda Coque,,,,,,Cartago,,,,,
4660,,11066,11066,1413,204660,,,Km. 5 Via Aeropuerto,,,,,,Cartago,,,,,
4661,,11066,11066,1413,204661,,,Carrera 4A No. 16-04 apt. 303,,,,,,Cartago,,,,,
4662,,11066,11066,1413,204662,,,Carrera 4A No. 16-04,,,,,,Cartago,,,,,
5577,,11066,11066,1413,205577,,,Carrera 42 No. 5B-81,,,,,,Cali,,,,,
4663,,11066,11066,1413,204663,,,Carrera 4A No. 16-04 apt. 303,,,,,,Cartago,,,,,
4664,,11066,11066,1413,204664,,,"Km. 5 Via Aeropuerto, Hacienda Coque",,,,,,Cartago,,,,,
4666,,11066,11066,1413,204666,,,Hacienda Coque,,,,,,Cartago,,,,,
4667,,11066,11066,1413,204667,,,Carrera 4 No. 16-04 apt. 303,,,,,,Cartago,,,,,
4668,,11066,11066,1413,204668,,,c/o AGRICOLA GANADERA HENAO GONZALEZ Y CIA. S.C.S.,,,,,,Cartago,,,,,
4669,,11066,11066,1413,204669,,,c/o DESARROLLOS COMERCIALES E INDUSTRIALES HENAO GONZALEZ Y CIA. S.C.S.,,,,,,Cartago,,,,,
5578,,11066,11066,1413,205578,,,Avenida 4 Oeste No. 5-97 Apt. 1001,,,,,,Cali,,,,,
5579,,11066,11066,1413,205579,,,c/o COMPANIA AGROINVERSORA HENAGRO LTDA.,,,,,,Cartago,,,,,
4670,,11291,,,204670,,,,,,,,,,,,,,
4671,,11066,11066,1413,204671,,,Calle 21 Norte No. 3N-64,,,,,,Cali,,,,,
4832,,11066,11066,1413,204832,,,Avenida 4N No. 10N-100,,,,,,Cali,,,,,
4833,,11066,11066,1413,204833,,,c/o INDUSTRIA DE PESCA SOBRE EL PACIFICO S.A.,,,,,,Buenaventura,,,,,
4834,,11066,11066,1413,204834,,,c/o TAURA S.A.,,,,,,Cali,,,,,
4835,,11066,11066,1413,204835,,,c/o GALAPAGOS S.A.,,,,,,Cali,,,,,
4836,,11066,11066,1413,204836,,,Km. 5 El Pinal,,,,,,Buenaventura,,,,,
4837,,11066,11066,1413,204837,,,Av. Simon Bolivar Km. 5 El Pinal,,,,,,Buenaventura,,,,,
4841,,11066,11066,1413,204841,,,Calle 24N No. 6AN-15,,,,,,Cali,,,,,
4842,,11066,11066,1413,204842,,,Carrera 115 No. 16B-121,,,,,,Cali,,,,,
4849,,11066,11066,1413,204849,,,Calle 5 No. 5A-49,,,,,,Buenaventura,,,,,
4850,,11066,11066,1413,204850,,,c/o INDUSTRIA DE PESCA SOBRE EL PACIFICO S.A.,,,,,,Buenaventura,,,,,
4851,,11066,11066,1413,204851,,,c/o INDUSTRIA DE PESCA SOBRE EL PACIFICO S.A.,,,,,,Buenaventura,,,,,
65143,,11111,11111,1413,265143,,,,,,,,,,,,,,
65144,,11211,11211,1413,265144,,,,,,,,,,,Northern Ireland,,,
4883,,11291,,,204883,,,,,,,,,,,,,,
4884,,11291,,,204884,,,,,,,,,,,,,,
4885,,11291,,,204885,,,,,,,,,,,,,,
4886,,11291,,,204886,,,,,,,,,,,,,,
4887,,11291,,,204887,,,,,,,,,,,,,,
4888,,11291,,,204888,,,,,,,,,,,,,,
4889,,11291,,,204889,,,,,,,,,,,,,,
4890,,11291,,,204890,,,,,,,,,,,,,,
4891,,11291,,,204891,,,,,,,,,,,,,,
4892,,11291,,,204892,,,,,,,,,,,,,,
4893,,11291,,,204893,,,,,,,,,,,,,,
4922,,11291,,,204922,,,,,,,,,,,,,,
4923,,11291,,,204923,,,,,,,,,,,,,,
4924,,11291,,,204924,,,,,,,,,,,,,,
4925,,11291,,,204925,,,,,,,,,,,,,,
4926,,11291,,,204926,,,,,,,,,,,,,,
4927,,11291,,,204927,,,,,,,,,,,,,,
4928,,11291,,,204928,,,,,,,,,,,,,,
47206,,11141,11141,1413,247206,,,,,,,,,,,,,,
50102,,11073,11073,1413,250102,,,Guantanamo Bay detention center,,,,,,,,,,,
50101,,11073,11073,1413,250101,,,Guantanamo Bay detention center,,,,,,,,,,,
4934,,11291,,,204934,,,,,,,,,,,,,,
4935,,11291,,,204935,,,,,,,,,,,,,,
4937,,11160,11160,1413,204937,,,"House no. 125, Street 54, Phase II, Hayatabad",,,,,,Peshawar,,,,,
4947,,11291,,,204947,,,,,,,,,,,,,,
4939,,11160,11160,1413,204939,,,"Kitab Ghar, 4 Dar-el-Iftah, Nazimabad",,,,,,Karachi,,,,,
4942,,11160,11160,1413,204942,,,"Office Dha'rb-i-M'unin, Room no. 3, Third Floor, Moti Plaza, near Liaquat Bagh, Murree Road",,,,,,Rawalpindi,,,,,
4943,,11160,11160,1413,204943,,,"Jamia Masjid, Sulaiman Park, Begum Pura",,,,,,Lahore,,,,,
4944,,11160,11160,1413,204944,,,"Office Dha'rb-i-M'unin, Z.R. Brothers, Katchehry Road, Chowk Yadgaar",,,,,,Peshawar,,,,,
4945,,11160,11160,1413,204945,,,"Office Dha'rb-i-M'unin, Top Floor, Dr. Dawa Khan Dental Clinic Surgeon, Main Baxar, Mingora",,,,,,Swat,,,,,
4946,,11160,11160,1413,204946,,,"Office Dha'rb-i-M'unin, opposite Khyber Bank, Abbottabad Road",,,,,,Mansehra,,,,,
20919,,11160,11160,1413,220919,,,"University Road, Opposite Baitul Mukaram, Gulshan-e Iqbal",,,,,,Karachi,,,,,
20920,,11160,11160,1413,220920,,,"Opposite Jang Press, I.I. Chundrigar Road",,,,,,Karachi,,,,,
20921,,11160,11160,1413,220921,,,"TE-365, 3rd Floor, Deans Trade Centre",,,,,,Peshawar Cantt.,,,,,
4940,,11094,11094,1413,204940,,,Uhlenhorsterweg 34 11,,,,,,Hamburg,,,,,
4948,,11029,11029,1413,204948,,,,,,,,,,,,,,
4949,,11029,11029,1413,204949,,,,,,,,,,,,,,
4951,,11291,,,204951,,,,,,,,,,,,,,
4952,,11291,,,204952,,,,,,,,,,,,,,
4953,,11291,,,204953,,,,,,,,,,,,,,
4954,,11126,11126,1413,204954,,,,,,,,,,,,,,
4956,,11291,,,204956,,,,,,,,,,,,,,
4957,,11291,,,204957,,,,,,,,,,,,,,
4958,,11291,,,204958,,,,,,,,,,,,,,
4959,,11126,11126,1413,204959,,,,,,,,,,,,,,
4960,,11291,,,204960,,,,,,,,,,,,,,
50103,,11073,11073,1413,250103,,,Guantanamo Bay detention center,,,,,,,,,,,
4964,,11291,,,204964,,,,,,,,,,,,,,
4965,,11218,11218,1413,204965,,,Al-Mukallah,,,,,,Hadhramawt Governorate,,,,,
4971,,11160,11160,1413,204971,,,,,,,,,,,,,,
4972,,11029,11029,1413,204972,,,,,,,,,Qandahar City,,,,,
4973,,11160,11160,1413,204973,,,"Room 9A, 2nd Floor, Wahdat Road, Education Town",,,,,,Lahore,,,,,
4974,,11160,11160,1413,204974,,,Wares Colony,,,,,,Lahore,,,,,
4975,,11160,11160,1413,204975,,,,,,,,,,,,,,
4976,,11218,11218,1413,204976,,,"Jamal street, Al-Dahima alley",,,,,,Al-Hudaydah,,,,,
4977,,11291,,,204977,,,,,,,,,,,,,,
4978,,11291,,,204978,,,,,,,,,,,,,,
4981,,11291,,,204981,,,,,,,,,,,,,,
4982,,11291,,,204982,,,,,,,,,,,,,,
4983,,11094,11094,1413,204983,,,Helene Meyer Ring 10-1415-80809,,,,,,Munich,,,,,
4984,,11211,11211,1413,204984,,,"129 Park Road, NW8",,,,,,London,,,,,
4985,,11045,11045,1413,204985,,,28 Chaussee de Lille,,,,,,Mouscron,,,,,
4986,,11038,11038,1413,204986,,,Darvingasse 1/2/58-60,,,,,,Vienna,,,,,
4987,,11204,11204,1413,204987,,,,,,,,,,,,,,
4988,,11094,11094,1413,204988,,,"Uhlenhorsterweg 34 11, 22085",,,,,,Hamburg,,,,,
4989,,11116,11116,1413,204989,,,,,,,,,,,,,,
4991,,11211,11211,1413,204991,,,,,,,,,London,,,,,
24833,,11116,11116,1413,224833,,,,,,,,,,,,,,
5076,,11291,,,205076,,,,,,,,,,,,,,
5225,,11292,11292,1413,205225,,,P.O. Box 3753,,,,,,al-Beireh,,,,,
5226,,11292,11292,1413,205226,,,Ramallah II 970,,,,,,,,,,,
5227,,11292,11292,1413,205227,,,P.O. Box 662,,,,,,Ramallah,,,,,
5228,,11212,11212,1413,205228,,,"525 International Parkway, Suite 509",,,,,,Richardson,,TX,,75081,
5229,,11212,11212,1413,205229,,,P.O. Box 832390,,,,,,Richardson,,TX,,75083,
5230,,11212,11212,1413,205230,,,9250 S. Harlem Avenue,,,,,,Bridgeview,,IL,,,
5231,,11212,11212,1413,205231,,,345 E. Railway Avenue,,,,,,Paterson,,NJ,,07503,
5232,,11292,11292,1413,205232,,,,,,,,,Hebron,,,,,
5233,,11291,11291,1413,205233,,,,,,,,,Gaza Strip,,,,,
5239,,11212,11212,1413,205239,,,"12798 Rancho Penasquitos Blvd., Suite F",,,,,,San Diego,,CA,,92128,
5470,,11292,11292,1413,205470,,,,,,,,,Jenin,,,,,
5471,,11292,11292,1413,205471,,,"Shurta Street, 'Amira al-Ramuna, 4th Floor",,,,,,Ramallah,,,,,
5258,,11029,11029,1413,205258,,,"Street 13, Wazir Akbar Khan",,,,,,Kabul,,,,,
5259,,11160,11160,1413,205259,,,"60-C, Nazim Ud Din Road, F 8/4",,,,,,Islamabad,,,,,
5260,,11029,11029,1413,205260,,,"Street 13, Wazir Akbar Khan",,,,,,Kabul,,,,,
5262,,11291,,,205262,,,,,,,,,,,,,,
5265,,11291,,,205265,,,,,,,,,,,,,,
5267,,11160,11160,1413,205267,,,,,,,,,,,,,,
5268,,11211,11211,1413,205268,,,,,,,,,,,,,,
5269,,11190,11190,1413,205269,,,,,,,,,,,,,,
5270,,11211,11211,1413,205270,,,,,,,,,,,,,,
5271,,11211,11211,1413,205271,,,,,,,,,,,,,,
5272,,11211,11211,1413,205272,,,,,,,,,,,,,,
5273,,11211,11211,1413,205273,,,,,,,,,,,,,,
5276,,11160,11160,1413,205276,,,,,,,,,Peshawar,,,,,
5277,,11160,11160,1413,205277,,,"House Number 56, E. Canal Road",,University Town,,,,Peshawar,,,,,
5279,,11029,11029,1413,205279,,,,,,,,,,,,,,
27123,,11160,11160,1413,227123,,,Near old Badar Hospital in University Town,,,,,,Peshawar,,,,,
27124,,11160,11160,1413,227124,,,Chinar Road,,University Town,,,,Peshawar,,,,,
29895,,11160,11160,1413,229895,,,218 Khyber View Plaza,,Jamrud Road,,,,Peshawar,,,,,
29896,,11160,11160,1413,229896,,,216 Khyber View Plaza,,Jamrud Road,,,,Peshawar,,,,,
20924,,11189,11189,1413,220924,,,Johannesburg,,,,,,,,,,,
5280,,11143,11143,1413,205280,,,"Blvd. Cuauhtemoc 1711, Oficina 305, Colonia Zona Rio",,,,,,Tijuana,,Baja California,,,
5281,,11143,11143,1413,205281,,,"Avenida Cuauhtemoc 1209, CP 22290, Colonia Zona Rio",,,,,,Tijuana,,Baja California,,,
5282,,11143,11143,1413,205282,,,"David Alfaro 25, CP 22320",,,,,,Tijuana,,Baja California,,,
5283,,11143,11143,1413,205283,,,"Blvd. Agua Caliente 1381, Colonia Revolucion",,,,,,Tijuana,,Baja California,,,
5284,,11143,11143,1413,205284,,,Tijuana,,,,,,Baja California,,,,,
5285,,11143,11143,1413,205285,,,"Km 25 Carr. Tijuana-Ensenada, Colonia Leyes de Reforma, Playas Rosarito",,,,,,Rosarito,,Baja California,,CP 22710,
5288,,11143,11143,1413,205288,,,"Blvd. Agua Caliente 1381, Colonia Revolucion",,,,,,Tijuana,,Baja California,,,
5289,,11143,11143,1413,205289,,,Avenida Rio Nazas 10202,,,,,,Tijuana,,Baja California,,,
5290,,11143,11143,1413,205290,,,Heroes de Nacozari 3213 Colonia Maya,,,,,,Culiacan,,Sinaloa,,,
5291,,11143,11143,1413,205291,,,Lerdo de Tejada 1879 Sector Juarez,,,,,,Guadalajara,,Jalisco,,,
5292,,11143,11143,1413,205292,,,Ramon Morales No. 732 Colonia El Mirador,,,,,,Guadalajara,,Jalisco,,,
