ID,AreaCodeID,CountryID,CountryRelevanceID,FeatureVersionID,Unknown,Region,Address 1,Address 2,Address 3,City,State/ Province,Postal Code,Script Type,Comment
4000,11066,11066,1413,204000,,,,,,Pereira,,,,
4001,11066,11066,1413,204001,,,Carrera 10 No. 34-21 Dosq.,,,,,,,
4001,11066,11066,1413,204001,,,,,,Pereira,,,,
4002,11066,11066,1413,204002,,,Apartado Aereo 3786,,,,,,,
4002,11066,11066,1413,204002,,,,,,Pereira,,,,
4516,11066,11066,1413,204516,,,Km. 3 Via Marsella,,,,,,,
4516,11066,11066,1413,204516,,,,,,Pereira,,,,
4544,11066,11066,1413,204544,,,Calle 34 No. 5A-25,,,,,,,
4544,11066,11066,1413,204544,,,,,,Cali,,,,
4545,11066,11066,1413,204545,,,Carrera 15 No. 44-68,,,,,,,
4545,11066,11066,1413,204545,,,,,,Cali,,,,
4638,11173,11173,1413,204638,,,Cardin Avenue,,,,,,,
4647,11066,11066,1413,204647,,,Hacienda Coque,,,,,,,
4647,11066,11066,1413,204647,,,,,,Cartago,,,,
4648,11066,11066,1413,204648,,,Carrera 4 No. 16-04 apt. 303,,,,,,,
4648,11066,11066,1413,204648,,,,,,Cartago,,,,
4649,11066,11066,1413,204649,,,c/o AGRICOLA GANADERA HENAO GONZALEZ Y CIA. S.C.S.,,,,,,,
4649,11066,11066,1413,204649,,,,,,Cartago,,,,
4650,11066,11066,1413,204650,,,c/o COMPANIA AGROINVERSORA HENAGRO LTDA.,,,,,,,
4650,11066,11066,1413,204650,,,,,,Cartago,,,,
4651,11066,11066,1413,204651,,,c/o DESARROLLOS COMERCIALES E INDUSTRIALES HENAO GONZALEZ Y CIA. S.C.S.,,,,,,,
4651,11066,11066,1413,204651,,,,,,Cartago,,,,
4652,11066,11066,1413,204652,,,c/o MAQUINARIA TECNICA Y TIERRAS LTDA.,,,,,,,
4652,11066,11066,1413,204652,,,,,,Cartago,,,,
4653,11066,11066,1413,204653,,,c/o ORGANIZACION EMPRESARIAL A DE J HENAO M E HIJOS Y CIA. S.C.S.,,,,,,,
4653,11066,11066,1413,204653,,,,,,Cartago,,,,
5573,11066,11066,1413,205573,,,c/o AGROPECUARIA MIRALINDO S.A.,,,,,,,
5573,11066,11066,1413,205573,,,,,,Cartago,,,,
5574,11066,11066,1413,205574,,,c/o ARIZONA S.A.,,,,,,,
