ID,FixedRef,AreaCodeID,Country,CountryRelevanceID,FeatureVersionID,Unknown,Region,Address 1,Address 2,Address 3,City,State/ Province,Postal Code,Script Type
6622,7737,11291,,,206622,,,,,,,,,Latin
6623,7738,11291,,,206623,,,,,,,,,Latin
6624,7739,11291,,,206624,,,,,,,,,Latin
6625,7740,11291,,,206625,,,,,,,,,Latin
6626,7741,11291,,,206626,,,,,,,,,Latin
6627,7742,11291,,,206627,,,,,,,,,Latin
6628,7743,11291,,,206628,,,,,,,,,Latin
6629,7744,11291,,,206629,,,,,,,,,Latin
6630,7745,11291,,,206630,,,,,,,,,Latin
6631,7746,11291,,,206631,,,,,,,,,Latin
6634,7749,11291,,,206634,,,,,,,,,Latin
6636,7751,11291,,,206636,,,,,,,,,Latin
6637,7752,11291,,,206637,,,,,,,,,Latin
6638,7753,11291,,,206638,,,,,,,,,Latin
6639,7754,11291,,,206639,,,,,,,,,Latin
6640,7755,11291,,,206640,,,,,,,,,Latin
6641,7756,11291,,,206641,,,,,,,,,Latin
6642,7757,11291,,,206642,,,,,,,,,Latin
6645,7760,11291,,,206645,,,,,,,,,Latin
6646,7761,11291,,,206646,,,,,,,,,Latin
6647,7762,11291,,,206647,,,,,,,,,Latin
6650,7765,11291,,,206650,,,,,,,,,Latin
6651,7766,11291,,,206651,,,,,,,,,Latin
6652,7767,11291,,,206652,,,,,,,,,Latin
6653,7768,11291,,,206653,,,,,,,,,Latin
6654,7769,11291,,,206654,,,,,,,,,Latin
6655,7770,11291,,,206655,,,,,,,,,Latin
6656,7771,11291,,,206656,,,,,,,,,Latin
6657,7772,11291,,,206657,,,,,,,,,Latin
6664,7774,11050,Bosnia and Herzegovina,,206664,,,,,,Mostar,,,Latin
6665,7774,11050,Bosnia and Herzegovina,,206665,,,,,,Capljina,,,Latin
6666,7774,11050,Bosnia and Herzegovina,,206666,,,,,,Stolac,,,Latin
6667,7774,11050,Bosnia and Herzegovina,,206667,,,,,,Siroki Brijeg,,,Latin
6668,7775,11291,,,206668,,,,,,,,,Latin
6669,7776,11291,,,206669,,,,,,,,,Latin
6670,7777,11291,,,206670,,,,,,,,,Latin
6671,7778,11291,,,206671,,,,,,,,,Latin
6672,7779,11291,,,206672,,,,,,,,,Latin
6673,7780,11291,,,206673,,,,,,,,,Latin
6675,7782,11291,,,206675,,,,,,,,,Latin
6676,7783,11291,,,206676,,,,,,,,,Latin
6677,7784,11291,,,206677,,,,,,,,,Latin
6678,7785,11291,,,206678,,,,,,,,,Latin
6679,7786,11291,,,206679,,,,,,,,,Latin
6680,7787,11291,,,206680,,,,,,,,,Latin
6681,7788,11291,,,206681,,,,,,,,,Latin
6682,7789,11291,,,206682,,,,,,,,,Latin
6683,7790,11291,,,206683,,,,,,,,,Latin
6684,7791,11291,,,206684,,,,,,,,,Latin
6685,7792,11291,,,206685,,,,,,,,,Latin
6686,7793,11291,,,206686,,,,,,,,,Latin
6687,7794,11291,,,206687,,,,,,,,,Latin
6688,7795,11291,,,206688,,,,,,,,,Latin
6689,7796,11291,,,206689,,,,,,,,,Latin
6690,7797,11291,,,206690,,,,,,,,,Latin
6691,7798,11291,,,206691,,,,,,,,,Latin
6693,7800,11291,,,206693,,,,,,,,,Latin
6694,7801,11291,,,206694,,,,,,,,,Latin
6695,7802,11291,,,206695,,,,,,,,,Latin
6696,7803,11291,,,206696,,,,,,,,,Latin
6697,7804,11291,,,206697,,,,,,,,,Latin
6700,7807,11291,,,206700,,,,,,,,,Latin
6701,7808,11291,,,206701,,,,,,,,,Latin
6702,7809,11291,,,206702,,,,,,,,,Latin
6703,7810,11291,,,206703,,,,,,,,,Latin
6704,7811,11291,,,206704,,,,,,,,,Latin
6705,7812,11291,,,206705,,,,,,,,,Latin
6706,7813,11291,,,206706,,,,,,,,,Latin
6707,7814,11291,,,206707,,,,,,,,,Latin
6708,7815,11291,,,206708,,,,,,,,,Latin
6710,7817,11291,,,206710,,,,,,,,,Latin
6711,7818,11291,,,206711,,,,,,,,,Latin
6712,7819,11291,,,206712,,,,,,,,,Latin
10280,7820,11143,Mexico,,210280,,,Avenida Los Angeles No. 5183,Colonia Las Palmas,,Tijuana,Baja California,CP 22440,Latin
10281,7820,11143,Mexico,,210281,,,Calle Colima 2316,Colonia Francisco I. Madero,,Tijuana,Baja California,CP 22150,Latin
10282,7820,11143,Mexico,,210282,,,Calle 8 8988,Colonia Zona Este,,Tijuana,Baja California,CP 22000,Latin
10283,7820,11143,Mexico,,210283,,,Cjon. Quintana Roo 8220,Colonia Zona Este,,Tijuana,Baja California,,Latin
10284,7820,11143,Mexico,,210284,,,Predio Rustico en Km. 42 - 43 de la Carretera,,,Tijuana-Ensenada,Baja California,,Latin
6714,7821,11291,,,206714,,,,,,,,,Latin
6715,7822,11291,,,206715,,,,,,,,,Latin
6720,7825,11291,,,206720,,,,,,,,,Latin
6738,7826,11113,Italy,,206738,,,Piazza Giovane Italia n.2,,,Varese,,,Latin
20925,7826,11113,Italy,,220925,,,Number 8/B Via Torino,,,Cassano Magnago (VA),,,Latin
6739,7827,11291,,,206739,,,,,,,,,Latin
6740,7828,11291,,,206740,,,,,,,,,Latin
6741,7829,11113,Italy,,206741,,,Via di Saliceto n.51/9,,,Bologna,,,Latin
6742,7830,11113,Italy,,206742,,,Via di Saliceto n.51/9,,,Bologna,,,Latin
6743,7831,11291,,,206743,,,,,,,,,Latin
6744,7832,11113,Italy,,206744,,,Via Milano n.108,,,Brescia,,,Latin
6745,7833,11113,Italy,,206745,,,Via degli Apuli n.5,,,Milan,,,Latin
6746,7834,11113,Italy,,206746,,,Via de' Carracci n.l5,,,Casalecchio di Reno,Bologna,,Latin
6747,7835,11113,Italy,,206747,,,Via Bellaria n.10,,,Bologna,,,Latin
6748,7835,11113,Italy,,206748,,,Via Lazio n.3,,,Bologna,,,Latin
6749,7836,11113,Italy,,206749,,,Via Mirasole n.11,,,Bologna,,,Latin
6750,7836,11113,Italy,,206750,,,Via Ariosto n.8,,,Casalecchio di Reno,Bologna,,Latin
6751,7837,11113,Italy,,206751,,,Via Agucchi n.250,,,Bologna,,,Latin
6752,7837,11113,Italy,,206752,,,Via di Saliceto n.51/9,,,Bologna,,,Latin
6753,7838,11113,Italy,,206753,,,Via Toscana n.46,,,Bologna,,,Latin
6754,7838,11113,Italy,,206754,,,Via di Saliceto n.51/9,,,Bologna,,,Latin
6755,7839,11113,Italy,,206755,,,Vicolo dei Prati n.2/2,,,Bologna,,,Latin
6756,7840,11291,,,206756,,,,,,,,,Latin
6757,7841,11113,Italy,,206757,,,Via Milano n.105,,,Casal di Principe,Caserta,,Latin
6758,7841,11113,Italy,,206758,,,Via di Saliceto n.51/9,,,Bologna,,,Latin
6759,7842,11094,Germany,,206759,,,Op de Wisch 15,,,Hamburg,,21149,Latin
6760,7842,11094,Germany,,206760,,,Marienstrasse 54,,,Hamburg,,,Latin
6761,7843,11291,,,206761,,,,,,,,,Latin
6762,7844,11291,,,206762,,,,,,,,,Latin
6763,7845,11291,,,206763,,,,,,,,,Latin
6764,7846,11291,,,206764,,,,,,,,,Latin
6765,7847,11291,,,206765,,,,,,,,,Latin
6766,7848,11291,,,206766,,,,,,,,,Latin
6767,7849,11291,,,206767,,,,,,,,,Latin
6768,7850,11291,,,206768,,,,,,,,,Latin
6769,7851,11291,,,206769,,,,,,,,,Latin
6770,7852,11291,,,206770,,,,,,,,,Latin
6771,7853,11291,,,206771,,,,,,,,,Latin
6772,7854,11291,,,206772,,,,,,,,,Latin
6773,7855,11291,,,206773,,,,,,,,,Latin
6774,7856,11291,,,206774,,,,,,,,,Latin
6775,7857,11291,,,206775,,,,,,,,,Latin
6776,7858,11291,,,206776,,,,,,,,,Latin
6777,7859,11291,,,206777,,,,,,,,,Latin
6778,7860,11291,,,206778,,,,,,,,,Latin
6779,7861,11291,,,206779,,,,,,,,,Latin
6780,7862,11291,,,206780,,,,,,,,,Latin
6781,7863,11291,,,206781,,,,,,,,,Latin
6782,7864,11291,,,206782,,,,,,,,,Latin
6783,7865,11291,,,206783,,,,,,,,,Latin
6784,7866,11291,,,206784,,,,,,,,,Latin
6785,7867,11291,,,206785,,,,,,,,,Latin
6786,7868,11291,,,206786,,,,,,,,,Latin
6787,7869,11291,,,206787,,,,,,,,,Latin
6788,7870,11291,,,206788,,,,,,,,,Latin
6789,7871,11291,,,206789,,,,,,,,,Latin
6790,7872,11291,,,206790,,,,,,,,,Latin
6791,7873,11291,,,206791,,,,,,,,,Latin
6792,7874,11291,,,206792,,,,,,,,,Latin
6793,7875,11291,,,206793,,,,,,,,,Latin
6794,7876,11291,,,206794,,,,,,,,,Latin
6795,7877,11291,,,206795,,,,,,,,,Latin
6796,7878,11291,,,206796,,,,,,,,,Latin
6797,7879,11291,,,206797,,,,,,,,,Latin
6798,7880,11196,Switzerland,,206798,,,,,,Geneva,,,Latin
6799,7881,11291,,,206799,,,,,,,,,Latin
6800,7882,11291,,,206800,,,,,,,,,Latin
6801,7883,11291,,,206801,,,,,,,,,Latin
6802,7884,11291,,,206802,,,,,,,,,Latin
6803,7885,11291,,,206803,,,,,,,,,Latin
6804,7886,11291,,,206804,,,,,,,,,Latin
6805,7887,11291,,,206805,,,,,,,,,Latin
6806,7888,11291,,,206806,,,,,,,,,Latin
6807,7889,11291,,,206807,,,,,,,,,Latin
6808,7890,11291,,,206808,,,,,,,,,Latin
6809,7891,11291,,,206809,,,,,,,,,Latin
6810,7892,11291,,,206810,,,,,,,,,Latin
6811,7893,11291,,,206811,,,,,,,,,Latin
6812,7894,11291,,,206812,,,,,,,,,Latin
6813,7895,11291,,,206813,,,,,,,,,Latin
6814,7896,11291,,,206814,,,,,,,,,Latin
6815,7897,11291,,,206815,,,,,,,,,Latin
6816,7898,11050,Bosnia and Herzegovina,,206816,,,,,,,,,Latin
6817,7899,11050,Bosnia and Herzegovina,,206817,,,,,,,,,Latin
6831,7911,11196,Switzerland,,206831,,,"c/o Faical Yaakoubi, 7 rue de l'Ancien Port",,,Geneva,,CH-1201,Latin
6832,7911,11196,Switzerland,,206832,,,Gartnerstrasse 55,,,Basel,,CH-4109,Latin
6833,7911,11196,Switzerland,,206833,,,Postfach 406,,,Basel,,CH-4109,Latin
6834,7912,11291,,,206834,,,,,,,,,Latin
6835,7913,11126,Lebanon,,206835,,,,,,Haret Hreik,,,Latin
6836,7914,11197,Syria,,206836,,,,,,Damascus,,,Latin
6837,7915,11291,undetermined,,206837,,,,,,Gaza Strip,,,Latin
6838,7916,11090,France,,206838,,,68 Rue Jules Guesde,,,Lille,,59000,Latin
6839,7916,11090,France,,206839,,,10 Rue Notre Dame,,,Lyon,,69006,Latin
6840,7916,11090,France,,206840,,,37 Rue de la Chapelle,,,Paris,,75018,Latin
68676,7916,11090,France,,268676,,,1 Avenue Helene Boucher,,,La Courneuve,,93120,Latin
68677,7916,11090,France,,268677,,,54 Rue Anizan Cavillon,,,La Courneuve,,93120,Latin
68678,7916,11090,France,,268678,,,3 Bis Rue Desiree Clary,,,Marseille,,13003,Latin
6841,7917,11211,United Kingdom,,206841,,,P.O. Box 3333,,,London,,NW6 1RW,Latin
6842,7918,11038,Austria,,206842,,,Novara g 36a/11,,,Wien,,1020,Latin
6843,7919,11126,Lebanon,,206843,,,,,,Sidon,,,Latin
6846,7921,11291,,,206846,,,,,,,,,Latin
47205,7923,11166,Philippines,,247205,,,,,,,,,Latin
6849,7924,11291,,,206849,,,,,,,,,Latin
6850,7925,11291,,,206850,,,,,,,,,Latin
6852,7927,11291,,,206852,,,,,,,,,Latin
6853,7928,11291,,,206853,,,,,,,,,Latin
6854,7929,11291,,,206854,,,,,,,,,Latin
6857,7932,11291,,,206857,,,,,,,,,Latin
6858,7933,11291,,,206858,,,,,,,,,Latin
6859,7934,11291,,,206859,,,,,,,,,Latin
6860,7935,11291,,,206860,,,,,,,,,Latin
6861,7936,11291,,,206861,,,,,,,,,Latin
6863,7938,11291,,,206863,,,,,,,,,Latin
6864,7939,11136,Malaysia,,206864,,,"A-1-8 Pangsapuri Sri Tanjung, Jalan Sky BS2, Bukit Sentosa Rawang",,,Selangor,,48300,Latin
9345,7940,11094,Germany,,209345,,,Holdenweg 76,,,Essen,,45143,Latin
6867,7942,11094,Germany,,206867,,,"Clemens-August Strasse 10, Kolpinghaus",,,Beckum,,59269,Latin
6868,7942,11094,Germany,,206868,,,Leipziger Strasse 64,,,Altenburg,,04600,Latin
47766,7944,11031,Algeria,,247766,,,,,,,,,Latin
6871,7945,11094,Germany,,206871,,,"Wilhelm-Strasse 45, 59269",,,Beckum,,,Latin
6883,7946,11160,Pakistan,,206883,,,"ST-1/A, Gulshan-e-Iqbal, Block 2",,,Karachi,,75300,Latin
6884,7946,11160,Pakistan,,206884,,,,,,Bahawalpur,,,Latin
6885,7946,11160,Pakistan,,206885,,,,,,Bawalnagar,,,Latin
6886,7946,11160,Pakistan,,206886,,,,,,Gilgit,,,Latin
6887,7946,11160,Pakistan,,206887,,,"Gulistan-e-Jauhar, Block 12",,,Karachi,,,Latin
6888,7946,11160,Pakistan,,206888,,,,,,Islamabad,,,Latin
6889,7946,11160,Pakistan,,206889,,,,,,Mirpur Khas,,,Latin
6890,7946,11029,Afghanistan,,206890,,,,,,Spin Boldak,,,Latin
6891,7946,11160,Pakistan,,206891,,,,,,Tando-Jan-Muhammad,,,Latin
7220,8083,11031,Algeria,,207220,,,,,,,,,Latin
7221,8084,11291,,,207221,,,,,,,,,Latin
7222,8085,11031,Algeria,,207222,,,,,,,,,Latin
7223,8086,11291,,,207223,,,,,,,,,Latin
7224,8087,11291,,,207224,,,,,,,,,Latin
7227,8090,11113,Italy,,207227,,,Corso Lodi 59,,,Milan,,,Latin
7228,8091,11113,Italy,,207228,,,Corso XXII Marzo 39,,,Milan,,,Latin
7229,8092,11113,Italy,,207229,,,Mosque in Via Quaranta,,,Milan,,,Latin
7230,8093,11113,Italy,,207230,,,Via Plebiscito 3,,,Cremona,,,Latin
7231,8094,11113,Italy,,207231,,,Via Cilea 40,,,Milan,,,Latin
7232,8095,11113,Italy,,207232,,,Via della Martinella 132,,,Parma,,,Latin
7233,8096,11113,Italy,,207233,,,Via Bertesi 27,,,Cremona,,,Latin
7235,8098,11113,Italy,,207235,,,Via della Martinella 132,,,Parma,,,Latin
7236,8099,11113,Italy,,207236,,,Via Bolgeri 4,,,Barni,Como,,Latin
7237,8100,11113,Italy,,207237,,,Vicolo San Giovanni,,,Rimini,,,Latin
7238,8101,11113,Italy,,207238,,,Via Monte Grappa 15,,,Arluno,Milan,,Latin
7239,8102,11113,Italy,,207239,,,Via Geromini 15,,,Cremona,,,Latin
7240,8103,11113,Italy,,207240,,,Via Col. Aprosio 588,,,Vallecrosia,IM,,Latin
7241,8104,11291,,,207241,,,,,,,,,Latin
7242,8105,11291,,,207242,,,,,,,,,Latin
7243,8106,11291,,,207243,,,,,,,,,Latin
7244,8107,11160,Pakistan,,207244,,,"House #279, Nazimuddin road, F-10/1",,,Islamabad,,,Latin
7252,8108,11108,Indonesia,,207252,,,"Jalan Laut Sulawesi Blok DII/4, Kavling Angkatan Laut Duren Sawit",,,Jakarta Timur,,13440,Latin
7246,8109,11118,Kenya,,207246,,,,,,Nairobi,,,Latin
7247,8109,11118,Kenya,,207247,,,,,,Garissa,,,Latin
7248,8109,11118,Kenya,,207248,,,,,,Daddb,,,Latin
7249,8110,11199,Tanzania,,207249,,,PO Box 3616,,,Dar es Salaam,,,Latin
7250,8110,11199,Tanzania,,207250,,,,,,Tanga,,,Latin
7251,8110,11199,Tanzania,,207251,,,,,,Singida,,,Latin
7253,8111,11291,,,207253,,,,,,,,,Latin
7254,8112,11291,,,207254,,,,,,,,,Latin
7255,8113,11291,,,207255,,,,,,,,,Latin
7256,8114,11291,,,207256,,,,,,,,,Latin
7257,8115,11291,,,207257,,,,,,,,,Latin
7258,8116,11291,,,207258,,,,,,,,,Latin
7259,8117,11291,,,207259,,,,,,,,,Latin
7260,8118,11291,,,207260,,,,,,,,,Latin
7261,8119,11291,,,207261,,,,,,,,,Latin
7262,8120,11291,,,207262,,,,,,,,,Latin
7264,8122,11291,,,207264,,,,,,,,,Latin
7265,8123,11291,,,207265,,,,,,,,,Latin
7266,8124,11060,Canada,,207266,,,818 rue Sherbrooke East,,,Montreal,Quebec,H2L 1K3,Latin
7267,8125,11073,Cuba,,207267,,,"Edificio Sierra Maestra, Avenida Primera entre 0 y 2, Miramar Playa",,,Ciudad de la Habana,,,Latin
7268,8126,11073,Cuba,,207268,,,"Calle 68 e/5ta A, Apartado 16046",,,Ciudad de La Habana,,,Latin
7269,8127,11153,Netherlands,,207269,,,"Visseringlaan 24, 2288 ER Rijswijk",,,Zevenhuizen,,,Latin
7270,8128,11211,United Kingdom,,207270,,,"Unit 49 Skylines Village, Limeharbour",,,Docklands,,,Latin
7271,8129,11073,Cuba,,207271,,,"Gerardo Medina No. 633, e/Avenue Borregos y Carretera de Vinales",,,Pinar del Rio,,,Latin
7272,8129,11073,Cuba,,207272,,,"Edificio Sierra Maestra, Calle 1era e/ 0 y 2, Miramar, Playa",,,Ciudad Habana,,,Latin
7273,8129,11073,Cuba,,207273,,,Avenue 40 esq. 41 #4101,,,Cienfuegos,,,Latin
7274,8129,11073,Cuba,,207274,,,"1ra. Rotonda Cayo Coco, Moron",,,Ciego de Avila,,,Latin
7275,8129,11073,Cuba,,207275,,,Monteagudo e/Cuba y Carretera Central,,,Camaguey,,,Latin
7276,8129,11073,Cuba,,207276,,,Frexes no. 172 e/Morales Lemus y Narciso Lopez,,,Holguin,,,Latin
7277,8129,11073,Cuba,,207277,,,"Calle 8 no. 56 e/1era. y 3ra. Rpto., Vista Allegre",,,Santiago de Cuba,,,Latin
9359,8129,11212,United States,,209359,,,,,,Hialeah,FL,,Latin
9360,8129,11035,Argentina,,209360,,,"Maipu 464, Piso 10",,,Buenos Aires,,1006,Latin
9361,8129,11162,Panama,,209361,,,,,,Panama City,,,Latin
10312,8129,11073,Cuba,,210312,,,Avenue 3era e/ 33 y 34,,,Varadero,,,Latin
7279,8131,11040,"Bahamas, The",,207279,,,East Bay Street,,,Nassau,,,Latin
7280,8132,11064,Chile,,207280,,,"Avenue 11 de Septiembre 2155, Edificio Panoramico, Torre C, Oficina 805, Providencia",,,Santiago,,,Latin
7281,8133,11291,,,207281,,,,,,,,,Latin
7375,8134,11066,Colombia,,207375,,,"Carrera 6 No. 29-12, Monteria",,,Cordoba,,,Latin
7379,8138,11066,Colombia,,207379,,,Carrera 9 No. 71D-10,,,Cali,,,Latin
7380,8139,11066,Colombia,,207380,,,c/o FUNDACION PARA LA PAZ DE CORDOBA,,,Monteria,Cordoba,,Latin
7381,8140,11291,,,207381,,,,,,,,,Latin
7385,8144,11291,,,207385,,,,,,,,,Latin
7388,8147,11291,,,207388,,,,,,,,,Latin
7390,8149,11291,,,207390,,,,,,,,,Latin
50945,8150,11216,Venezuela,,250945,,,,,,,,,Latin
7392,8151,11291,,,207392,,,,,,,,,Latin
7394,8153,11291,,,207394,,,,,,,,,Latin
7395,8154,11291,,,207395,,,,,,,,,Latin
24876,8155,11291,,,224876,,,,,,,,,Latin
7397,8156,11291,,,207397,,,,,,,,,Latin
7399,8158,11066,Colombia,,207399,,,Calle 64 No. 8A-56,,,Monteria,Cordoba,,Latin
50944,8159,11216,Venezuela,,250944,,,,,,,Apure,,Latin
7404,8163,11291,,,207404,,,,,,,,,Latin
7434,8175,11291,,,207434,,,,,,,,,Latin
7465,8183,11110,Iraq,,207465,,,,,,,,,Latin
7466,8184,11110,Iraq,,207466,,,,,,,,,Latin
7467,8185,11110,Iraq,,207467,,,,,,,,,Latin
7468,8186,11196,Switzerland,,207468,,,,,,Geneva,,,Latin
7469,8187,11291,,,207469,,,,,,,,,Latin
7470,8188,11291,,,207470,,,,,,,,,Latin
7471,8189,11196,Switzerland,,207471,,,,,,Geneva,,,Latin
7472,8190,11196,Switzerland,,207472,,,,,,Geneva,,,Latin
7473,8191,11196,Switzerland,,207473,,,,,,Geneva,,,Latin
7474,8192,11116,Jordan,,207474,,,,,,Amman,,,Latin
7475,8193,11116,Jordan,,207475,,,,,,Amman,,,Latin
7476,8194,11196,Switzerland,,207476,,,,,,Geneva,,,Latin
7477,8195,11110,Iraq,,207477,,,,,,,,,Latin
7478,8196,11110,Iraq,,207478,,,,,,,,,Latin
7479,8197,11291,,,207479,,,,,,,,,Latin
7480,8198,11291,,,207480,,,,,,,,,Latin
7481,8199,11060,Canada,,207481,,,146 Beaver Creek Road,,,Richmond Hill,Ontario,L4B 1C2,Latin
7501,8200,11113,Italy,,207501,,,"Via Milanese, 5, 20099 Sesto San Giovanni",,,Milan,,,Latin
7502,8200,11113,Italy,,207502,,,"Piazza Trieste, 11",,,Mortara,,,Latin
7504,8202,11113,Italy,,207504,,,"Via Garibaldi, 70, San Zenone al Po",,,Pavia,,,Latin
7505,8202,11113,Italy,,207505,,,"Via Manzoni, 33, Cinisello Balsamo",,,Milan,,,Latin
7506,8203,11031,Algeria,,207506,,,"Rue Mohamed Khemisti, 6",,,Annaba,,,Latin
7507,8203,11113,Italy,,207507,,,"Via Genova, 121",,,Naples,,,Latin
7508,8203,11113,Italy,,207508,,,"Vicolo Duchessa, 16",,,Naples,,,Latin
7509,8204,11113,Italy,,207509,,,"Via S. Biagio, 32, Sant'Anastasia",,,Naples,,,Latin
7510,8204,11113,Italy,,207510,,,"Via S. Biagio, 35, Sant'Anastasia",,,Naples,,,Latin
7511,8205,11113,Italy,,207511,,,"Via D. Fringuello, 20",,,Rome,,,Latin
7512,8205,11113,Italy,,207512,,,,,,Milan,,,Latin
7514,8207,11113,Italy,,207514,,,"Via Fulvio Testi, 184, Cinisello Balsamo",,,Milan,,,Latin
7515,8207,11113,Italy,,207515,,,"Via Porte Giove, 1, Mortara",,,Pavia,,,Latin
7516,8208,11113,Italy,,207516,,,"Via Padova, 82",,,Milan,,,Latin
7517,8209,11113,Italy,,207517,,,Via Padova 82,,,Milan,,,Latin
7519,8209,11113,Italy,,207519,,,"Via Manzoni, 33, Cinisello Balsamo",,,Milan,,,Latin
7523,8210,11210,United Arab Emirates,,207523,,,"Ibrahim Saeed Lootah Building, Al Ramool Street, P.O. Box 10631 & 638, Rashidya",,,Dubai,,,Latin
7524,8210,11110,Iraq,,207524,,,,,,Baghdad,,,Latin
7525,8211,11110,Iraq,,207525,,,"Sadoon St, Al-Ani Building, First Floor",,,Baghdad,,,Latin
7526,8212,11110,Iraq,,207526,,,,,,,,,Latin
7527,8213,11130,Liechtenstein,,207527,,,,,,Ruggell,,,Latin
7528,8214,11196,Switzerland,,207528,,,Chemin du Carmel,,,1661 Le Paquier-Montbarry,,,Latin
7529,8215,11116,Jordan,,207529,,,,,,Amman,,,Latin
7530,8216,11110,Iraq,,207530,,,,,,Baghdad,,,Latin
7531,8217,11197,Syria,,207531,,,,,,,,,Latin
7532,8218,11110,Iraq,,207532,,,,,,Baghdad,,,Latin
7534,8219,11291,,,207534,,,,,,,,,Latin
7535,8220,11291,,,207535,,,,,,,,,Latin
7536,8221,11291,,,207536,,,,,,,,,Latin
7537,8222,11291,,,207537,,,,,,,,,Latin
7538,8223,11050,Bosnia and Herzegovina,,207538,,,Hasiba Brankovica No. 2A,,,Sarajevo,,,Latin
7539,8224,11050,Bosnia and Herzegovina,,207539,,,Avde Smajlovic 6,,,Sarajevo,,,Latin
7540,8224,11050,Bosnia and Herzegovina,,207540,,,No. 26 Tahbanksa Ulica,,,Sarajevo,,,Latin
7541,8225,11050,Bosnia and Herzegovina,,207541,,,Put Mladih Muslimana 30a,,,Sarajevo,,71 000,Latin
7542,8225,11050,Bosnia and Herzegovina,,207542,,,ul. Strossmajerova 72,,,Zenica,,,Latin
7543,8225,11050,Bosnia and Herzegovina,,207543,,,Muhameda Hadzijahica #42,,,Sarajevo,,,Latin
7545,8227,11210,United Arab Emirates,,207545,,,,,,,,,Latin
7546,8227,11110,Iraq,,207546,,,,,,Baghdad,,,Latin
7547,8228,11110,Iraq,,207547,,,,,,Mosul,,,Latin
7553,8230,11291,,,207553,,,,,,,,,Latin
7554,8231,11291,,,207554,,,,,,,,,Latin
7660,8234,11291,,,207660,,,,,,,,,Latin
7661,8235,11291,,,207661,,,,,,,,,Latin
7662,8236,11143,Mexico,,207662,,,,,,,,,Latin
7663,8237,11143,Mexico,,207663,,,,,,,,,Latin
7665,8239,11291,,,207665,,,,,,,,,Latin
7666,8240,11291,,,207666,,,,,,,,,Latin
7667,8241,11291,,,207667,,,,,,,,,Latin
7668,8242,11291,,,207668,,,,,,,,,Latin
7669,8243,11291,,,207669,,,,,,,,,Latin
7670,8244,11165,Peru,,207670,,,"Jr. Francisco Bolognesi 125, Piso 16, Miraflores",,,Lima 18,,,Latin
7671,8244,11165,Peru,,207671,,,"Av. Grau 602 D, Barranco",,,Lima,,,Latin
7672,8244,11165,Peru,,207672,,,"Plaza Camacho TDA 3-C, La Molina",,,Lima,,,Latin
7673,8244,11165,Peru,,207673,,,"Av. Antunez de Mayolo 889, Los Olivos",,,Lima,,,Latin
7674,8244,11165,Peru,,207674,,,"Av. Pardo 605, Miraflores I-Pardo",,,Lima,,,Latin
7675,8244,11165,Peru,,207675,,,"Av. Camino Real 441, San Isidro",,,Lima,,,Latin
7676,8244,11165,Peru,,207676,,,"Av. Arequipa 326, Santa Beatriz",,,Lima,,,Latin
7677,8244,11165,Peru,,207677,,,"Av. Benavides 4581, Surco I",,,Lima,,,Latin
7678,8244,11165,Peru,,207678,,,"Av. Saenz Pena 184, Callao",,,Lima,,,Latin
7679,8244,11165,Peru,,207679,,,Av. Rufino Torrico 981,,,Lima,,,Latin
7680,8244,11165,Peru,,207680,,,"Av. Enrique Llosa 395-A, Magdalena",,,Lima,,,Latin
7681,8244,11165,Peru,,207681,,,"Av. Larco 123-2 Do Piso, Miraflores II-Larco",,,Lima,,,Latin
7682,8244,11165,Peru,,207682,,,"Av. Peru 3421, San Martin de Porres",,,Lima,,,Latin
7683,8244,11165,Peru,,207683,,,"C.C. San Miguel Shopping Center, TDA. 50 - Av. La Mar 2291, San Miguel",,,Lima,,,Latin
7684,8244,11165,Peru,,207684,,,"Av. La Encalada 1587, (C.C. El Polo Block A Oficina 213), Surco II-C.C. El Polo",,,Lima,,,Latin
7685,8244,11165,Peru,,207685,,,"Av. Jose Pardo 601, Miraflores",,,Lima,,,Latin
7687,8244,11165,Peru,,207687,,,"Av. Peru 3421, San Martin",,,Lima,,,Latin
7688,8244,11165,Peru,,207688,,,"Av. Grau 624, Barranco",,,Lima,,,Latin
7689,8244,11165,Peru,,207689,,,"Av. La Marina 2095, San Miguel",,,Lima,,,Latin
7690,8244,11165,Peru,,207690,,,Sta Catalina 105 A-B,,,Arequipa,,,Latin
7691,8244,11165,Peru,,207691,,,Jr. 9 de Diciembre 160,,,Ayacucho,,,Latin
7692,8244,11165,Peru,,207692,,,Jr. 2 de Mayo 381,,,Cajamarca,,,Latin
7693,8244,11165,Peru,,207693,,,Calle San Jose 867-879,,,Chiclayo,,,Latin
7694,8244,11165,Peru,,207694,,,Portal de Carnes 254,,,Cusco,,,Latin
7695,8244,11165,Peru,,207695,,,Jr. Prospero 232,,,Iquitos,,,Latin
7696,8244,11165,Peru,,207696,,,Calle San Roman 175,,,Juliaca,,,Latin
7697,8244,11165,Peru,,207697,,,Jr. Libertad 945-951,,,Piura,,,Latin
7698,8244,11165,Peru,,207698,,,Leon Velarde 584,,,Puerto Maldonado,,,Latin
7699,8244,11165,Peru,,207699,,,Jr. 7 de Junio 861,,,Pucallpa,,,Latin
7700,8244,11165,Peru,,207700,,,Alonso de Alvarado 726,,,Rioja,,,Latin
