FixedRef,FeatureType,Value
7776,9,Place of Birth
7776,25,Location
7777,8,Birthdate
7777,9,Place of Birth
7777,25,Location
7778,8,Birthdate
7778,9,Place of Birth
7778,25,Location
7779,8,Birthdate
7779,9,Place of Birth
7779,25,Location
7780,8,Birthdate
7780,25,Location
7782,9,Place of Birth
7782,8,Birthdate
7782,25,Location
7783,8,Birthdate
7783,9,Place of Birth
7783,25,Location
7784,8,Birthdate
7784,25,Location
7785,8,Birthdate
7785,9,Place of Birth
7785,25,Location
7786,8,Birthdate
7786,9,Place of Birth
7786,25,Location
7787,8,Birthdate
7787,9,Place of Birth
7787,25,Location
7788,8,Birthdate
7788,9,Place of Birth
7788,25,Location
7789,8,Birthdate
7789,9,Place of Birth
7789,25,Location
7790,8,Birthdate
7790,9,Place of Birth
7790,25,Location
7791,8,Birthdate
7791,9,Place of Birth
7791,25,Location
7792,8,Birthdate
7792,9,Place of Birth
7792,25,Location
7793,8,Birthdate
7793,9,Place of Birth
7793,25,Location
7794,8,Birthdate
7794,9,Place of Birth
7794,25,Location
7795,8,Birthdate
7795,9,Place of Birth
7795,25,Location
7796,8,Birthdate
7796,9,Place of Birth
7796,25,Location
7797,8,Birthdate
7797,9,Place of Birth
7797,25,Location
7798,8,Birthdate
7798,9,Place of Birth
7798,25,Location
7800,8,Birthdate
7800,9,Place of Birth
7800,25,Location
7801,8,Birthdate
7801,9,Place of Birth
7801,25,Location
7802,8,Birthdate
7802,9,Place of Birth
7802,25,Location
7803,8,Birthdate
7803,9,Place of Birth
7803,25,Location
7804,8,Birthdate
7804,9,Place of Birth
7804,25,Location
7807,8,Birthdate
7807,9,Place of Birth
7807,25,Location
7808,8,Birthdate
7808,9,Place of Birth
7808,25,Location
7809,8,Birthdate
7809,9,Place of Birth
7809,25,Location
7810,8,Birthdate
7810,9,Place of Birth
7810,25,Location
7811,8,Birthdate
7811,25,Location
7812,8,Birthdate
7812,9,Place of Birth
7812,25,Location
7813,8,Birthdate
7813,9,Place of Birth
7813,25,Location
7814,8,Birthdate
7814,9,Place of Birth
7814,25,Location
7815,8,Birthdate
7815,9,Place of Birth
7815,25,Location
7817,8,Birthdate
7817,9,Place of Birth
7817,25,Location
7818,8,Birthdate
7818,9,Place of Birth
7818,25,Location
7819,8,Birthdate
7819,9,Place of Birth
7819,8,Birthdate
7819,8,Birthdate
7819,25,Location
7820,8,Birthdate
7820,8,Birthdate
7820,9,Place of Birth
7820,25,Location
7820,25,Location
7820,25,Location
7820,25,Location
7820,25,Location
7821,8,Birthdate
7821,9,Place of Birth
7821,8,Birthdate
7821,8,Birthdate
7821,25,Location
7822,8,Birthdate
7822,9,Place of Birth
7822,25,Location
7825,25,Location
7826,8,Birthdate
7826,9,Place of Birth
7826,10,Nationality Country
7826,25,Location
7826,25,Location
7827,8,Birthdate
7827,9,Place of Birth
7827,25,Location
7828,8,Birthdate
7828,9,Place of Birth
7828,10,Nationality Country
7828,8,Birthdate
7828,8,Birthdate
7828,8,Birthdate
7828,9,Place of Birth
7828,9,Place of Birth
7828,25,Location
7829,8,Birthdate
7829,9,Place of Birth
7829,10,Nationality Country
7829,25,Location
7830,8,Birthdate
7830,9,Place of Birth
7830,10,Nationality Country
7830,25,Location
7831,8,Birthdate
7831,9,Place of Birth
7831,8,Birthdate
7831,8,Birthdate
7831,25,Location
7832,8,Birthdate
7832,9,Place of Birth
7832,10,Nationality Country
7832,25,Location
7833,8,Birthdate
7833,9,Place of Birth
7833,25,Location
7834,8,Birthdate
7834,9,Place of Birth
7834,10,Nationality Country
7834,9,Place of Birth
7834,25,Location
7835,8,Birthdate
7835,9,Place of Birth
7835,9,Place of Birth
7835,8,Birthdate
7835,10,Nationality Country
7835,10,Nationality Country
7835,25,Location
7835,25,Location
7836,8,Birthdate
7836,9,Place of Birth
7836,10,Nationality Country
7836,25,Location
7836,25,Location
7837,8,Birthdate
7837,9,Place of Birth
7837,10,Nationality Country
7837,25,Location
7837,25,Location
7838,8,Birthdate
7838,9,Place of Birth
7838,25,Location
7838,25,Location
7839,8,Birthdate
7839,9,Place of Birth
7839,10,Nationality Country
7839,25,Location
7840,8,Birthdate
7840,9,Place of Birth
7840,25,Location
7841,8,Birthdate
7841,9,Place of Birth
7841,25,Location
7841,25,Location
7842,8,Birthdate
7842,9,Place of Birth
7842,11,Citizenship Country
7842,25,Location
7842,25,Location
7843,8,Birthdate
7843,9,Place of Birth
7843,10,Nationality Country
7843,25,Location
7844,8,Birthdate
7844,9,Place of Birth
7844,10,Nationality Country
7844,8,Birthdate
7844,25,Location
7845,8,Birthdate
7845,9,Place of Birth
7845,10,Nationality Country
7845,8,Birthdate
7845,25,Location
7846,8,Birthdate
7846,9,Place of Birth
7846,10,Nationality Country
7846,25,Location
7847,8,Birthdate
7847,9,Place of Birth
7847,10,Nationality Country
7847,8,Birthdate
7847,25,Location
7848,8,Birthdate
7848,9,Place of Birth
7848,10,Nationality Country
7848,25,Location
7849,8,Birthdate
7849,9,Place of Birth
7849,10,Nationality Country
7849,25,Location
7850,8,Birthdate
7850,9,Place of Birth
7850,10,Nationality Country
7850,8,Birthdate
7850,25,Location
7851,8,Birthdate
7851,9,Place of Birth
7851,10,Nationality Country
7851,25,Location
7852,8,Birthdate
7852,9,Place of Birth
7852,10,Nationality Country
7852,8,Birthdate
7852,25,Location
7853,8,Birthdate
7853,9,Place of Birth
7853,10,Nationality Country
7853,25,Location
7854,8,Birthdate
7854,10,Nationality Country
7854,8,Birthdate
7854,9,Place of Birth
7854,25,Location
7855,8,Birthdate
7855,9,Place of Birth
7855,10,Nationality Country
7855,8,Birthdate
7855,8,Birthdate
7855,25,Location
7856,8,Birthdate
7856,9,Place of Birth
7856,10,Nationality Country
7856,25,Location
7857,8,Birthdate
7857,9,Place of Birth
7857,10,Nationality Country
7857,25,Location
7858,8,Birthdate
7858,9,Place of Birth
7858,10,Nationality Country
7858,25,Location
7859,8,Birthdate
7859,9,Place of Birth
7859,10,Nationality Country
7859,25,Location
7860,8,Birthdate
7860,9,Place of Birth
7860,10,Nationality Country
7860,25,Location
7861,8,Birthdate
7861,9,Place of Birth
7861,10,Nationality Country
7861,8,Birthdate
7861,25,Location
7862,8,Birthdate
7862,10,Nationality Country
7862,25,Location
7863,8,Birthdate
7863,9,Place of Birth
7863,10,Nationality Country
7863,25,Location
7864,8,Birthdate
7864,9,Place of Birth
7864,10,Nationality Country
7864,25,Location
7865,8,Birthdate
7865,9,Place of Birth
7865,10,Nationality Country
7865,25,Location
7866,8,Birthdate
7866,9,Place of Birth
7866,10,Nationality Country
7866,25,Location
7867,8,Birthdate
7867,9,Place of Birth
7867,10,Nationality Country
7867,25,Location
7868,8,Birthdate
7868,9,Place of Birth
7868,10,Nationality Country
7868,25,Location
7869,8,Birthdate
7869,9,Place of Birth
7869,10,Nationality Country
7869,25,Location
7870,8,Birthdate
7870,9,Place of Birth
7870,10,Nationality Country
7870,25,Location
7871,8,Birthdate
7871,9,Place of Birth
7871,10,Nationality Country
7871,25,Location
7872,8,Birthdate
7872,9,Place of Birth
7872,10,Nationality Country
7872,25,Location
7873,8,Birthdate
7873,10,Nationality Country
7873,25,Location
7874,8,Birthdate
7874,9,Place of Birth
7874,10,Nationality Country
7874,25,Location
7875,8,Birthdate
7875,9,Place of Birth
7875,10,Nationality Country
7875,25,Location
7876,8,Birthdate
7876,9,Place of Birth
7876,10,Nationality Country
7876,8,Birthdate
7876,25,Location
7877,8,Birthdate
7877,9,Place of Birth
7877,10,Nationality Country
7877,8,Birthdate
7877,25,Location
7878,8,Birthdate
7878,9,Place of Birth
7878,10,Nationality Country
7878,25,Location
7879,8,Birthdate
7879,9,Place of Birth
7879,10,Nationality Country
7879,25,Location
7880,8,Birthdate
7880,9,Place of Birth
7880,10,Nationality Country
7880,25,Location
7881,8,Birthdate
7881,9,Place of Birth
7881,10,Nationality Country
7881,25,Location
7882,8,Birthdate
7882,10,Nationality Country
7882,25,Location
7883,8,Birthdate
7883,9,Place of Birth
7883,10,Nationality Country
7883,25,Location
7884,8,Birthdate
7884,9,Place of Birth
7884,10,Nationality Country
7884,8,Birthdate
7884,25,Location
7885,8,Birthdate
7885,9,Place of Birth
7885,10,Nationality Country
7885,25,Location
7886,10,Nationality Country
7886,25,Location
7887,10,Nationality Country
7887,25,Location
7888,8,Birthdate
7888,9,Place of Birth
7888,10,Nationality Country
7888,25,Location
7889,8,Birthdate
7889,9,Place of Birth
7889,10,Nationality Country
7889,25,Location
7890,10,Nationality Country
7890,25,Location
7891,10,Nationality Country
7891,25,Location
7892,8,Birthdate
7892,9,Place of Birth
7892,10,Nationality Country
7892,25,Location
7893,8,Birthdate
7893,9,Place of Birth
7893,10,Nationality Country
7893,25,Location
7894,8,Birthdate
7894,9,Place of Birth
7894,25,Location
7895,10,Nationality Country
7895,25,Location
7896,10,Nationality Country
7896,25,Location
7897,8,Birthdate
7897,9,Place of Birth
7897,10,Nationality Country
7897,25,Location
7898,8,Birthdate
7898,25,Location
7899,8,Birthdate
7899,9,Place of Birth
7899,25,Location
7911,25,Location
7911,25,Location
7911,25,Location
7912,8,Birthdate
7912,9,Place of Birth
7912,25,Location
7913,8,Birthdate
7913,25,Location
7914,8,Birthdate
7914,9,Place of Birth
7914,25,Location
7915,8,Birthdate
7915,9,Place of Birth
7915,25,Location
7916,14,Website
7916,25,Location
7916,25,Location
7916,25,Location
7916,25,Location
7916,25,Location
7916,25,Location
7917,25,Location
7918,25,Location
7919,25,Location
7921,8,Birthdate
7921,9,Place of Birth
7921,10,Nationality Country
7921,25,Location
7923,8,Birthdate
7923,9,Place of Birth
7923,10,Nationality Country
7923,224,Gender
7923,25,Location
7924,8,Birthdate
7924,9,Place of Birth
7924,8,Birthdate
7924,8,Birthdate
7924,8,Birthdate
7924,8,Birthdate
7924,8,Birthdate
7924,8,Birthdate
7924,8,Birthdate
7924,25,Location
7925,8,Birthdate
7925,9,Place of Birth
7925,10,Nationality Country
7925,25,Location
7927,8,Birthdate
7927,9,Place of Birth
7927,10,Nationality Country
7927,8,Birthdate
7927,25,Location
7928,10,Nationality Country
7928,9,Place of Birth
7928,11,Citizenship Country
7928,8,Birthdate
7928,25,Location
7929,8,Birthdate
7929,9,Place of Birth
7929,25,Location
7932,8,Birthdate
7932,9,Place of Birth
7932,25,Location
7933,8,Birthdate
7933,9,Place of Birth
7933,8,Birthdate
7933,25,Location
7934,8,Birthdate
7934,9,Place of Birth
7934,10,Nationality Country
7934,25,Location
7935,8,Birthdate
7935,9,Place of Birth
7935,10,Nationality Country
7935,25,Location
7936,8,Birthdate
7936,9,Place of Birth
7936,10,Nationality Country
7936,25,Location
7938,8,Birthdate
7938,9,Place of Birth
7938,10,Nationality Country
7938,25,Location
7939,8,Birthdate
7939,9,Place of Birth
7939,8,Birthdate
7939,25,Location
7940,8,Birthdate
7940,9,Place of Birth
7940,25,Location
7942,8,Birthdate
7942,9,Place of Birth
7942,25,Location
7942,25,Location
7944,8,Birthdate
7944,9,Place of Birth
7944,10,Nationality Country
7944,9,Place of Birth
7944,8,Birthdate
7944,8,Birthdate
7944,8,Birthdate
7944,224,Gender
7944,25,Location
7945,8,Birthdate
7945,9,Place of Birth
7945,10,Nationality Country
7945,25,Location
7946,25,Location
7946,25,Location
7946,25,Location
7946,25,Location
7946,25,Location
7946,25,Location
7946,25,Location
7946,25,Location
7946,25,Location
8083,25,Location
8084,8,Birthdate
8084,9,Place of Birth
8084,25,Location
8085,25,Location
8086,8,Birthdate
8086,9,Place of Birth
8086,10,Nationality Country
8086,10,Nationality Country
8086,25,Location
8087,8,Birthdate
8087,9,Place of Birth
8087,25,Location
8090,8,Birthdate
8090,9,Place of Birth
8090,10,Nationality Country
8090,25,Location
8091,8,Birthdate
8091,9,Place of Birth
8091,10,Nationality Country
8091,8,Birthdate
8091,25,Location
8092,8,Birthdate
8092,9,Place of Birth
8092,10,Nationality Country
8092,25,Location
8093,8,Birthdate
8093,9,Place of Birth
8093,10,Nationality Country
8093,8,Birthdate
8093,25,Location
8094,8,Birthdate
8094,9,Place of Birth
8094,10,Nationality Country
8094,25,Location
8095,8,Birthdate
8095,9,Place of Birth
8095,10,Nationality Country
8095,25,Location
8096,8,Birthdate
8096,9,Place of Birth
8096,10,Nationality Country
8096,25,Location
8098,8,Birthdate
8098,9,Place of Birth
8098,10,Nationality Country
8098,25,Location
8099,8,Birthdate
8099,9,Place of Birth
8099,10,Nationality Country
8099,25,Location
8100,8,Birthdate
8100,9,Place of Birth
8100,10,Nationality Country
8100,25,Location
8101,8,Birthdate
8101,9,Place of Birth
8101,10,Nationality Country
8101,25,Location
8102,8,Birthdate
8102,9,Place of Birth
8102,10,Nationality Country
8102,25,Location
8103,8,Birthdate
8103,9,Place of Birth
8103,10,Nationality Country
8103,25,Location
8104,8,Birthdate
8104,9,Place of Birth
8104,10,Nationality Country
8104,25,Location
8105,8,Birthdate
8105,9,Place of Birth
8105,25,Location
8106,8,Birthdate
8106,9,Place of Birth
8106,25,Location
8107,25,Location
8108,25,Location
8109,25,Location
8109,25,Location
8109,25,Location
8110,25,Location
8110,25,Location
8110,25,Location
8111,8,Birthdate
8111,9,Place of Birth
8111,25,Location
8112,8,Birthdate
8112,9,Place of Birth
8112,25,Location
8113,8,Birthdate
8113,9,Place of Birth
8113,25,Location
8114,8,Birthdate
8114,9,Place of Birth
8114,25,Location
8115,8,Birthdate
8115,9,Place of Birth
8115,25,Location
8116,8,Birthdate
8116,9,Place of Birth
8116,25,Location
8117,8,Birthdate
8117,9,Place of Birth
8117,25,Location
8118,8,Birthdate
8118,9,Place of Birth
8118,25,Location
8119,8,Birthdate
8119,9,Place of Birth
8119,25,Location
8120,8,Birthdate
8120,9,Place of Birth
8120,25,Location
8122,8,Birthdate
8122,9,Place of Birth
8122,25,Location
8123,8,Birthdate
8123,9,Place of Birth
8123,25,Location
8124,25,Location
8125,25,Location
8126,25,Location
8127,25,Location
8128,25,Location
8129,25,Location
8129,25,Location
8129,25,Location
8129,25,Location
8129,25,Location
8129,25,Location
8129,25,Location
8129,25,Location
8129,25,Location
8129,25,Location
8129,25,Location
8131,25,Location
8132,25,Location
8133,25,Location
8134,25,Location
8138,8,Birthdate
8138,9,Place of Birth
8138,25,Location
8139,8,Birthdate
8139,25,Location
8140,8,Birthdate
8140,9,Place of Birth
8140,25,Location
8144,8,Birthdate
8144,9,Place of Birth
8144,25,Location
8147,8,Birthdate
8147,9,Place of Birth
8147,25,Location
8149,8,Birthdate
8149,25,Location
8150,8,Birthdate
8150,9,Place of Birth
8150,224,Gender
8150,10,Nationality Country
8150,25,Location
8151,8,Birthdate
8151,25,Location
8153,8,Birthdate
8153,9,Place of Birth
8153,25,Location
8154,8,Birthdate
8154,25,Location
8155,8,Birthdate
8155,9,Place of Birth
8155,25,Location
8156,8,Birthdate
8156,9,Place of Birth
8156,25,Location
8158,8,Birthdate
8158,9,Place of Birth
8158,25,Location
8159,8,Birthdate
8159,9,Place of Birth
8159,224,Gender
8159,10,Nationality Country
8159,8,Birthdate
8159,25,Location
8163,8,Birthdate
8163,25,Location
8175,9,Place of Birth
8175,10,Nationality Country
8175,8,Birthdate
8175,25,Location
8183,9,Place of Birth
8183,10,Nationality Country
8183,8,Birthdate
8183,25,Location
8184,9,Place of Birth
8184,10,Nationality Country
8184,8,Birthdate
8184,25,Location
8185,9,Place of Birth
8185,10,Nationality Country
8185,8,Birthdate
8185,25,Location
8186,8,Birthdate
8186,10,Nationality Country
8186,25,Location
8187,8,Birthdate
8187,9,Place of Birth
8187,10,Nationality Country
8187,8,Birthdate
8187,25,Location
8188,8,Birthdate
8188,9,Place of Birth
8188,10,Nationality Country
8188,25,Location
8189,8,Birthdate
8189,10,Nationality Country
8189,25,Location
8190,8,Birthdate
8190,10,Nationality Country
8190,25,Location
8191,8,Birthdate
8191,10,Nationality Country
8191,25,Location
8192,8,Birthdate
8192,9,Place of Birth
8192,10,Nationality Country
8192,25,Location
8193,8,Birthdate
8193,9,Place of Birth
8193,10,Nationality Country
8193,25,Location
8194,8,Birthdate
8194,10,Nationality Country
8194,25,Location
8195,8,Birthdate
8195,10,Nationality Country
8195,8,Birthdate
8195,25,Location
8196,10,Nationality Country
8196,8,Birthdate
8196,25,Location
8197,8,Birthdate
8197,9,Place of Birth
8197,10,Nationality Country
8197,25,Location
8198,8,Birthdate
8198,9,Place of Birth
8198,10,Nationality Country
8198,25,Location
8199,25,Location
8200,8,Birthdate
8200,9,Place of Birth
8200,25,Location
8200,25,Location
8202,8,Birthdate
8202,9,Place of Birth
8202,25,Location
8202,25,Location
8203,8,Birthdate
8203,9,Place of Birth
8203,25,Location
8203,25,Location
8203,25,Location
8204,8,Birthdate
8204,9,Place of Birth
8204,25,Location
8204,25,Location
8205,8,Birthdate
8205,9,Place of Birth
8205,8,Birthdate
8205,25,Location
8205,25,Location
8207,8,Birthdate
8207,9,Place of Birth
8207,8,Birthdate
8207,10,Nationality Country
8207,25,Location
8207,25,Location
8208,8,Birthdate
8208,9,Place of Birth
8208,25,Location
8209,8,Birthdate
8209,9,Place of Birth
8209,25,Location
8209,25,Location
8210,25,Location
8210,25,Location
8211,25,Location
8212,25,Location
8213,25,Location
8214,25,Location
8215,25,Location
8216,8,Birthdate
8216,9,Place of Birth
8216,10,Nationality Country
8216,25,Location
8217,8,Birthdate
8217,9,Place of Birth
8217,10,Nationality Country
8217,25,Location
8218,10,Nationality Country
8218,25,Location
8219,8,Birthdate
8219,9,Place of Birth
8219,25,Location
8220,8,Birthdate
8220,9,Place of Birth
8220,10,Nationality Country
8220,25,Location
8221,8,Birthdate
8221,9,Place of Birth
8221,25,Location
8222,8,Birthdate
8222,9,Place of Birth
8222,25,Location
8223,25,Location
8224,25,Location
8224,25,Location
8225,25,Location
8225,25,Location
8225,25,Location
8227,8,Birthdate
8227,10,Nationality Country
8227,25,Location
8227,25,Location
8228,8,Birthdate
8228,10,Nationality Country
8228,25,Location
8230,8,Birthdate
8230,10,Nationality Country
8230,25,Location
8231,10,Nationality Country
8231,25,Location
8234,8,Birthdate
8234,9,Place of Birth
8234,25,Location
8235,8,Birthdate
8235,9,Place of Birth
8235,8,Birthdate
8235,25,Location
8236,25,Location
8237,25,Location
8239,8,Birthdate
8239,9,Place of Birth
8239,8,Birthdate
8239,8,Birthdate
8239,25,Location
8240,8,Birthdate
8240,9,Place of Birth
8240,25,Location
8241,8,Birthdate
8241,9,Place of Birth
8241,25,Location
8242,8,Birthdate
8242,9,Place of Birth
8242,8,Birthdate
8242,25,Location
8243,8,Birthdate
8243,9,Place of Birth
8243,25,Location
8244,25,Location
8244,25,Location
8244,25,Location
8244,25,Location
8244,25,Location
8244,25,Location
8244,25,Location
8244,25,Location
8244,25,Location
8244,25,Location
8244,25,Location
8244,25,Location
8244,25,Location
8244,25,Location
8244,25,Location
8244,25,Location
8244,25,Location
